period	AA	AC	AG	AT	CA	CC	CG	CT	GA	GC	GG	GT	RR	SS	TA	TC	TG	TT	WW	YY
15.300000	0.010986	0.004280	0.008453	0.006708	0.004052	0.005156	0.004957	0.004104	0.004872	0.005576	0.005653	0.003474	0.017671	0.011245	0.006213	0.007846	0.003799	0.010325	0.006014	0.014117
15.400000	0.010409	0.004134	0.007191	0.005058	0.002660	0.006811	0.006094	0.004522	0.003014	0.005582	0.004965	0.005366	0.016344	0.011939	0.007616	0.009856	0.006979	0.010320	0.005910	0.015546
15.500000	0.009623	0.003940	0.005533	0.003489	0.001484	0.008146	0.006905	0.004199	0.003835	0.005271	0.003897	0.007313	0.014792	0.013331	0.008736	0.010745	0.009757	0.009728	0.006240	0.016524
15.600000	0.009015	0.003962	0.003935	0.001877	0.000680	0.009110	0.007417	0.003129	0.006345	0.004569	0.002506	0.008731	0.013260	0.015112	0.009539	0.010380	0.011959	0.008410	0.007021	0.016863
15.700000	0.008883	0.004445	0.003472	0.000473	0.000622	0.009642	0.007698	0.001453	0.008812	0.003472	0.000956	0.009342	0.011919	0.016930	0.010006	0.008761	0.013385	0.006368	0.008021	0.016405
15.800000	0.009279	0.005306	0.004679	0.002065	0.000908	0.009743	0.007844	0.001039	0.010691	0.002109	0.000876	0.009085	0.010935	0.018586	0.010204	0.006102	0.013949	0.003872	0.008997	0.015206
15.900000	0.009974	0.006253	0.006477	0.004173	0.001121	0.009459	0.007920	0.003294	0.011795	0.001187	0.002338	0.008059	0.010400	0.020020	0.010255	0.002800	0.013682	0.002133	0.009800	0.013462
16.000000	0.010630	0.007017	0.008140	0.006299	0.001365	0.008787	0.007881	0.005595	0.012035	0.002406	0.003656	0.006422	0.010296	0.021133	0.010236	0.001833	0.012600	0.003961	0.010320	0.011357
16.100000	0.010939	0.007406	0.009353	0.008219	0.001834	0.007686	0.007613	0.007570	0.011351	0.004424	0.004752	0.004439	0.010536	0.021731	0.010166	0.005556	0.010708	0.007002	0.010445	0.009067
16.200000	0.010743	0.007357	0.009986	0.009705	0.002608	0.006167	0.007042	0.008946	0.009815	0.006560	0.005662	0.002814	0.011048	0.021668	0.010074	0.009295	0.008116	0.009901	0.010116	0.006845
16.300000	0.010059	0.006984	0.010077	0.010610	0.003646	0.004343	0.006218	0.009567	0.007676	0.008653	0.006531	0.003077	0.011794	0.020944	0.010024	0.012528	0.005037	0.012326	0.009364	0.004987
16.400000	0.008992	0.006544	0.009769	0.010858	0.004882	0.002508	0.005323	0.009367	0.005342	0.010626	0.007531	0.004805	0.012716	0.019589	0.010064	0.015057	0.001686	0.014140	0.008241	0.003731
16.500000	0.007671	0.006383	0.009224	0.010388	0.006238	0.002103	0.004722	0.008307	0.003761	0.012378	0.008745	0.006644	0.013685	0.017558	0.010177	0.016726	0.001801	0.015235	0.006799	0.003203
16.600000	0.006282	0.006788	0.008643	0.009180	0.007608	0.004000	0.004896	0.006404	0.004524	0.013768	0.010114	0.008140	0.014523	0.014818	0.010307	0.017400	0.005130	0.015509	0.005219	0.003358
16.700000	0.005122	0.007766	0.008258	0.007366	0.008892	0.006393	0.005921	0.003809	0.006810	0.014691	0.011499	0.009165	0.015105	0.011494	0.010420	0.017082	0.008115	0.014972	0.004153	0.004098
16.800000	0.004519	0.009071	0.008233	0.005291	0.010035	0.008703	0.007389	0.001109	0.009255	0.015132	0.012765	0.009779	0.015405	0.007915	0.010531	0.015953	0.010584	0.013767	0.004761	0.005396
16.900000	0.004547	0.010431	0.008544	0.003814	0.011002	0.010734	0.008897	0.003124	0.011394	0.015109	0.013787	0.010159	0.015436	0.004885	0.010649	0.014272	0.012445	0.012063	0.007000	0.007216
17.000000	0.004905	0.011616	0.008991	0.004458	0.011736	0.012327	0.010160	0.006615	0.013024	0.014599	0.014416	0.010513	0.015174	0.004855	0.010742	0.012320	0.013608	0.009998	0.010004	0.009438
17.100000	0.005212	0.012445	0.009327	0.006754	0.012157	0.013311	0.010954	0.010013	0.014007	0.013582	0.014504	0.011033	0.014585	0.007986	0.010749	0.010480	0.013988	0.007724	0.013271	0.011857
17.200000	0.005238	0.012828	0.009368	0.009377	0.012234	0.013571	0.011142	0.013020	0.014289	0.012118	0.013986	0.011840	0.013697	0.011769	0.010635	0.009282	0.013573	0.005495	0.016512	0.014251
17.300000	0.004911	0.012799	0.009043	0.011795	0.012012	0.013094	0.010694	0.015454	0.013940	0.010380	0.012929	0.012945	0.012605	0.015348	0.010406	0.009143	0.012465	0.003752	0.019569	0.016453
17.400000	0.004277	0.012456	0.008359	0.013807	0.011571	0.011923	0.009647	0.017228	0.013082	0.008610	0.011477	0.014246	0.011411	0.018456	0.010080	0.009960	0.010807	0.003243	0.022366	0.018358
17.500000	0.003496	0.011905	0.007356	0.015296	0.010978	0.010095	0.008046	0.018269	0.011823	0.007142	0.009834	0.015553	0.010167	0.020939	0.009644	0.011219	0.008722	0.004105	0.024814	0.019855
17.600000	0.002971	0.011241	0.006121	0.016158	0.010287	0.007655	0.005967	0.018495	0.010255	0.006445	0.008341	0.016634	0.008893	0.022635	0.009069	0.012420	0.006329	0.005452	0.026762	0.020803
17.700000	0.003303	0.010575	0.004863	0.016338	0.009574	0.004721	0.003616	0.017874	0.008505	0.006838	0.007553	0.017283	0.007618	0.023422	0.008349	0.013233	0.003787	0.006762	0.028077	0.021098
17.800000	0.004493	0.010021	0.003987	0.015881	0.008943	0.001607	0.001883	0.016494	0.006746	0.008067	0.007949	0.017396	0.006399	0.023301	0.007531	0.013518	0.001331	0.007887	0.028735	0.020746
17.900000	0.006065	0.009641	0.003970	0.014914	0.008483	0.002358	0.003220	0.014518	0.005148	0.009639	0.009385	0.016965	0.005296	0.022382	0.006709	0.013279	0.001277	0.008825	0.028819	0.019843
18.000000	0.007707	0.009402	0.004788	0.013570	0.008215	0.005747	0.005787	0.012107	0.003843	0.011205	0.011326	0.016008	0.004352	0.020784	0.006005	0.012585	0.003272	0.009616	0.028408	0.018487
18.100000	0.009237	0.009181	0.005953	0.011954	0.008080	0.009097	0.008353	0.009390	0.002896	0.012554	0.013315	0.014527	0.003600	0.018583	0.005567	0.011532	0.004968	0.010281	0.027517	0.016731
18.200000	0.010511	0.008823	0.007078	0.010170	0.007969	0.012168	0.010633	0.006497	0.002267	0.013532	0.015031	0.012538	0.003067	0.015857	0.005532	0.010272	0.006252	0.010805	0.026125	0.014621
18.300000	0.011421	0.008206	0.007947	0.008353	0.007781	0.014782	0.012457	0.003593	0.001789	0.014050	0.016267	0.010120	0.002766	0.012747	0.005940	0.009066	0.007095	0.011165	0.024264	0.012240
18.400000	0.011919	0.007271	0.008465	0.006667	0.007457	0.016826	0.013732	0.000899	0.001285	0.014095	0.016931	0.007418	0.002666	0.009465	0.006694	0.008282	0.007544	0.011353	0.022045	0.009713
18.500000	0.012009	0.006011	0.008616	0.005261	0.006989	0.018267	0.014437	0.001726	0.000809	0.013716	0.017021	0.004620	0.002701	0.006279	0.007644	0.008241	0.007717	0.011372	0.019610	0.007157
18.600000	0.011710	0.004443	0.008424	0.004233	0.006407	0.019100	0.014578	0.003841	0.001152	0.012971	0.016562	0.002125	0.002806	0.003672	0.008660	0.008981	0.007783	0.011216	0.017054	0.004649
18.700000	0.011029	0.002597	0.007938	0.003589	0.005780	0.019309	0.014154	0.005593	0.002323	0.011908	0.015571	0.002252	0.002947	0.003112	0.009627	0.010241	0.007924	0.010859	0.014417	0.002252
18.800000	0.009977	0.000576	0.007244	0.003224	0.005245	0.018874	0.013166	0.006954	0.003828	0.010577	0.014066	0.004605	0.003125	0.004850	0.010445	0.011682	0.008295	0.010273	0.011727	0.000752
18.900000	0.008595	0.001745	0.006506	0.002981	0.005011	0.017819	0.011656	0.007944	0.005500	0.009074	0.012112	0.006985	0.003364	0.006973	0.011032	0.013035	0.008965	0.009459	0.009051	0.002580
19.000000	0.006973	0.003983	0.005981	0.002760	0.005256	0.016246	0.009725	0.008645	0.007232	0.007556	0.009831	0.009065	0.003696	0.008825	0.011348	0.014139	0.009894	0.008473	0.006534	0.004635
19.100000	0.005237	0.006163	0.005945	0.002580	0.005979	0.014313	0.007509	0.009192	0.008940	0.006241	0.007375	0.010758	0.004144	0.010259	0.011391	0.014925	0.010976	0.007412	0.004486	0.006567
19.200000	0.003578	0.008197	0.006507	0.002568	0.007022	0.012192	0.005156	0.009740	0.010561	0.005394	0.004913	0.012041	0.004704	0.011251	0.011174	0.015378	0.012086	0.006411	0.003655	0.008363
19.300000	0.002462	0.010011	0.007536	0.002861	0.008204	0.010065	0.002912	0.010409	0.012029	0.005222	0.002748	0.012904	0.005351	0.011808	0.010703	0.015488	0.013095	0.005632	0.004584	0.010015
19.400000	0.002739	0.011524	0.008792	0.003465	0.009369	0.008165	0.001872	0.011250	0.013271	0.005672	0.002077	0.013332	0.006036	0.011940	0.009974	0.015242	0.013879	0.005254	0.006433	0.011494
19.500000	0.004052	0.012650	0.010059	0.004259	0.010390	0.006828	0.003353	0.012232	0.014206	0.006455	0.003518	0.013316	0.006706	0.011664	0.008996	0.014635	0.014328	0.005366	0.008493	0.012747
19.600000	0.005571	0.013328	0.011180	0.005103	0.011176	0.006394	0.005411	0.013273	0.014779	0.007286	0.005306	0.012881	0.007312	0.011031	0.007805	0.013699	0.014376	0.005877	0.010496	0.013720
19.700000	0.006996	0.013543	0.012062	0.005885	0.011680	0.006853	0.007336	0.014276	0.014977	0.007992	0.006878	0.012094	0.007829	0.010125	0.006474	0.012503	0.014014	0.006585	0.012333	0.014386
19.800000	0.008227	0.013318	0.012666	0.006529	0.011890	0.007806	0.008981	0.015159	0.014825	0.008489	0.008114	0.011049	0.008257	0.009048	0.005104	0.011134	0.013277	0.007317	0.013963	0.014738
19.900000	0.009224	0.012687	0.012978	0.006987	0.011812	0.008855	0.010302	0.015846	0.014355	0.008738	0.008982	0.009839	0.008608	0.007897	0.003847	0.009668	0.012218	0.007956	0.015373	0.014775
20.000000	0.009965	0.011682	0.012988	0.007217	0.011446	0.009759	0.011275	0.016262	0.013587	0.008722	0.009473	0.008551	0.008903	0.006759	0.002992	0.008162	0.010897	0.008427	0.016540	0.014480
20.100000	0.010424	0.010333	0.012683	0.007187	0.010788	0.010378	0.011882	0.016327	0.012534	0.008423	0.009585	0.007280	0.009164	0.005720	0.002959	0.006667	0.009392	0.008677	0.017428	0.013826
20.200000	0.010577	0.008690	0.012063	0.006878	0.009845	0.010635	0.012112	0.015975	0.011218	0.007839	0.009324	0.006150	0.009422	0.004878	0.003723	0.005240	0.007842	0.008670	0.017992	0.012795
20.300000	0.010420	0.006850	0.011152	0.006298	0.008647	0.010502	0.011983	0.015178	0.009687	0.006986	0.008721	0.005317	0.009718	0.004323	0.004824	0.003966	0.006493	0.008398	0.018208	0.011400
20.400000	0.009972	0.004992	0.010010	0.005493	0.007248	0.009997	0.011545	0.013955	0.008018	0.005904	0.007836	0.004922	0.010104	0.004092	0.005959	0.002965	0.005718	0.007882	0.018091	0.009688
20.500000	0.009269	0.003497	0.008715	0.004549	0.005718	0.009171	0.010877	0.012360	0.006303	0.004644	0.006745	0.004977	0.010620	0.004125	0.006995	0.002391	0.005834	0.007165	0.017682	0.007731
20.600000	0.008351	0.003183	0.007348	0.003617	0.004122	0.008088	0.010066	0.010455	0.004651	0.003260	0.005529	0.005343	0.011288	0.004303	0.007878	0.002317	0.006747	0.006294	0.017032	0.005614
20.700000	0.007246	0.004317	0.005993	0.002990	0.002547	0.006812	0.009198	0.008299	0.003236	0.001822	0.004268	0.005830	0.012092	0.004513	0.008578	0.002578	0.008083	0.005317	0.016180	0.003468
20.800000	0.005975	0.006059	0.004752	0.003079	0.001270	0.005413	0.008353	0.005952	0.002454	0.000750	0.003070	0.006288	0.012989	0.004676	0.009074	0.002937	0.009519	0.004278	0.015152	0.001839
20.900000	0.004563	0.007892	0.003773	0.003920	0.001511	0.003995	0.007613	0.003516	0.002735	0.001698	0.002139	0.006616	0.013905	0.004749	0.009346	0.003255	0.010852	0.003226	0.013971	0.002587
21.000000	0.003049	0.009610	0.003249	0.005152	0.002808	0.002769	0.007051	0.001434	0.003680	0.003213	0.001868	0.006752	0.014762	0.004715	0.009386	0.003482	0.011948	0.002236	0.012674	0.004664
21.100000	0.001552	0.011113	0.003266	0.006492	0.004161	0.002219	0.006715	0.002301	0.004746	0.004731	0.002330	0.006669	0.015490	0.004579	0.009205	0.003615	0.012726	0.001439	0.011322	0.006846
21.200000	0.000991	0.012352	0.003645	0.007794	0.005405	0.002713	0.006600	0.004584	0.005713	0.006174	0.003049	0.006366	0.016043	0.004371	0.008835	0.003687	0.013151	0.001113	0.009997	0.008896
21.300000	0.002323	0.013314	0.004123	0.008983	0.006502	0.003731	0.006650	0.006832	0.006506	0.007515	0.003726	0.005861	0.016393	0.004133	0.008328	0.003752	0.013221	0.001365	0.008789	0.010731
21.400000	0.003958	0.014007	0.004529	0.010017	0.007447	0.004814	0.006783	0.008882	0.007099	0.008739	0.004256	0.005180	0.016524	0.003916	0.007744	0.003873	0.012952	0.001801	0.007781	0.012309
21.500000	0.005619	0.014444	0.004775	0.010872	0.008247	0.005795	0.006915	0.010670	0.007487	0.009840	0.004601	0.004356	0.016418	0.003775	0.007148	0.004110	0.012359	0.002190	0.007043	0.013599
21.600000	0.007257	0.014634	0.004815	0.011523	0.008910	0.006607	0.006979	0.012146	0.007664	0.010806	0.004746	0.003434	0.016047	0.003758	0.006614	0.004496	0.011460	0.002479	0.006606	0.014572
21.700000	0.008837	0.014586	0.004623	0.011950	0.009446	0.007211	0.006926	0.013259	0.007631	0.011619	0.004689	0.002512	0.015386	0.003893	0.006224	0.005032	0.010274	0.002688	0.006453	0.015197
21.800000	0.010326	0.014318	0.004192	0.012140	0.009865	0.007588	0.006730	0.013966	0.007391	0.012265	0.004438	0.001855	0.014419	0.004179	0.006054	0.005691	0.008839	0.002882	0.006510	0.015450
21.900000	0.011693	0.013869	0.003534	0.012100	0.010187	0.007735	0.006393	0.014241	0.006962	0.012735	0.004022	0.001967	0.013156	0.004588	0.006142	0.006432	0.007219	0.003160	0.006679	0.015330
22.000000	0.012918	0.013297	0.002681	0.011856	0.010441	0.007669	0.005950	0.014086	0.006372	0.013037	0.003490	0.002815	0.011636	0.005086	0.006470	0.007216	0.005519	0.003623	0.006872	0.014866
22.100000	0.013997	0.012677	0.001716	0.011457	0.010662	0.007426	0.005464	0.013525	0.005661	0.013192	0.002918	0.003945	0.009920	0.005641	0.006972	0.008013	0.003926	0.004326	0.007026	0.014110
22.200000	0.014932	0.012084	0.001003	0.010959	0.010879	0.007054	0.005031	0.012595	0.004873	0.013227	0.002433	0.005146	0.008091	0.006232	0.007571	0.008799	0.002883	0.005268	0.007104	0.013133
22.300000	0.015729	0.011588	0.001580	0.010422	0.011112	0.006604	0.004777	0.011333	0.004057	0.013164	0.002217	0.006338	0.006283	0.006845	0.008195	0.009556	0.003093	0.006413	0.007088	0.012015
22.400000	0.016384	0.011239	0.002890	0.009902	0.011364	0.006137	0.004820	0.009772	0.003283	0.013021	0.002410	0.007480	0.004777	0.007465	0.008784	0.010268	0.004343	0.007714	0.006972	0.010852
22.500000	0.016884	0.011063	0.004387	0.009450	0.011620	0.005716	0.005218	0.007946	0.002670	0.012804	0.002942	0.008543	0.004166	0.008080	0.009290	0.010911	0.005933	0.009117	0.006755	0.009764
22.600000	0.017211	0.011060	0.005954	0.009108	0.011854	0.005409	0.005929	0.005900	0.002406	0.012514	0.003637	0.009499	0.004933	0.008671	0.009670	0.011461	0.007545	0.010566	0.006445	0.008912
22.700000	0.017346	0.011206	0.007532	0.008905	0.012034	0.005270	0.006853	0.003718	0.002622	0.012155	0.004366	0.010322	0.006640	0.009222	0.009890	0.011897	0.009045	0.012003	0.006061	0.008474
22.800000	0.017282	0.011457	0.009073	0.008847	0.012130	0.005323	0.007887	0.001712	0.003212	0.011736	0.005045	0.010995	0.008713	0.009717	0.009930	0.012203	0.010360	0.013373	0.005636	0.008576
22.900000	0.017027	0.011770	0.010540	0.008916	0.012122	0.005547	0.008948	0.001973	0.003988	0.011272	0.005627	0.011512	0.010866	0.010149	0.009786	0.012376	0.011446	0.014634	0.005213	0.009203
23.000000	0.016602	0.012102	0.011908	0.009075	0.011997	0.005890	0.009982	0.004158	0.004828	0.010784	0.006081	0.011882	0.012967	0.010514	0.009465	0.012424	0.012283	0.015758	0.004845	0.010221
23.100000	0.016030	0.012424	0.013164	0.009279	0.011750	0.006290	0.010951	0.006533	0.005675	0.010289	0.006392	0.012120	0.014952	0.010815	0.008981	0.012362	0.012870	0.016727	0.004587	0.011464
23.200000	0.015333	0.012710	0.014300	0.009480	0.011377	0.006695	0.011832	0.008880	0.006503	0.009800	0.006553	0.012245	0.016783	0.011052	0.008352	0.012202	0.013210	0.017529	0.004481	0.012792
23.300000	0.014525	0.012940	0.015305	0.009636	0.010870	0.007063	0.012605	0.011136	0.007300	0.009319	0.006558	0.012273	0.018433	0.011222	0.007593	0.011955	0.013310	0.018153	0.004543	0.014104
23.400000	0.013613	0.013097	0.016166	0.009706	0.010223	0.007363	0.013253	0.013257	0.008058	0.008846	0.006405	0.012218	0.019874	0.011317	0.006721	0.011627	0.013172	0.018578	0.004760	0.015322
23.500000	0.012601	0.013163	0.016866	0.009659	0.009429	0.007574	0.013754	0.015201	0.008767	0.008373	0.006094	0.012090	0.021073	0.011323	0.005755	0.011222	0.012800	0.018782	0.005092	0.016382
23.600000	0.011495	0.013127	0.017383	0.009469	0.008486	0.007681	0.014090	0.016926	0.009418	0.007893	0.005631	0.011903	0.021998	0.011227	0.004730	0.010746	0.012201	0.018744	0.005491	0.017234
23.700000	0.010307	0.012984	0.017703	0.009125	0.007403	0.007683	0.014248	0.018392	0.010002	0.007399	0.005033	0.011674	0.022622	0.011020	0.003708	0.010209	0.011389	0.018451	0.005915	0.017837
23.800000	0.009059	0.012742	0.017822	0.008630	0.006201	0.007591	0.014225	0.019573	0.010515	0.006892	0.004330	0.011426	0.022936	0.010700	0.002814	0.009630	0.010394	0.017906	0.006329	0.018170
23.900000	0.007779	0.012416	0.017747	0.008002	0.004915	0.007427	0.014031	0.020457	0.010958	0.006373	0.003575	0.011188	0.022948	0.010273	0.002304	0.009035	0.009252	0.017126	0.006712	0.018230
24.000000	0.006497	0.012029	0.017498	0.007273	0.003600	0.007227	0.013686	0.021051	0.011337	0.005851	0.002861	0.010990	0.022680	0.009751	0.002459	0.008453	0.008009	0.016140	0.007054	0.018030
24.100000	0.005246	0.011606	0.017097	0.006489	0.002378	0.007032	0.013210	0.021372	0.011660	0.005332	0.002364	0.010856	0.022164	0.009147	0.003161	0.007914	0.006715	0.014979	0.007354	0.017593
24.200000	0.004063	0.011167	0.016565	0.005713	0.001661	0.006884	0.012627	0.021439	0.011936	0.004825	0.002329	0.010803	0.021429	0.008473	0.004099	0.007442	0.005424	0.013677	0.007616	0.016942
24.300000	0.003002	0.010728	0.015917	0.005033	0.002128	0.006822	0.011953	0.021269	0.012166	0.004341	0.002822	0.010835	0.020500	0.007740	0.005095	0.007057	0.004211	0.012261	0.007846	0.016097
24.400000	0.002183	0.010294	0.015162	0.004565	0.003314	0.006876	0.011201	0.020873	0.012350	0.003892	0.003643	0.010946	0.019393	0.006954	0.006066	0.006767	0.003206	0.010757	0.008054	0.015076
24.500000	0.001842	0.009868	0.014304	0.004437	0.004678	0.007054	0.010382	0.020255	0.012483	0.003501	0.004606	0.011119	0.018121	0.006122	0.006968	0.006575	0.002651	0.009194	0.008247	0.013893
24.600000	0.002106	0.009446	0.013347	0.004702	0.006059	0.007349	0.009504	0.019423	0.012555	0.003198	0.005605	0.011329	0.016698	0.005250	0.007766	0.006470	0.002770	0.007618	0.008432	0.012565
24.700000	0.002714	0.009020	0.012297	0.005300	0.007390	0.007735	0.008582	0.018389	0.012560	0.003021	0.006580	0.011551	0.015142	0.004350	0.008433	0.006435	0.003412	0.006098	0.008617	0.011115
24.800000	0.003404	0.008585	0.011166	0.006104	0.008630	0.008175	0.007630	0.017173	0.012493	0.002999	0.007488	0.011759	0.013482	0.003437	0.008948	0.006449	0.004257	0.004766	0.008813	0.009575
24.900000	0.004061	0.008132	0.009971	0.007000	0.009751	0.008632	0.006669	0.015805	0.012359	0.003139	0.008297	0.011933	0.011753	0.002527	0.009297	0.006487	0.005116	0.003857	0.009030	0.007985
25.000000	0.004639	0.007657	0.008733	0.007901	0.010731	0.009074	0.005719	0.014326	0.012164	0.003420	0.008990	0.012061	0.009994	0.001640	0.009475	0.006531	0.005901	0.003672	0.009280	0.006394
25.100000	0.005116	0.007154	0.007471	0.008753	0.011560	0.009471	0.004799	0.012775	0.011924	0.003807	0.009552	0.012135	0.008247	0.000800	0.009482	0.006565	0.006572	0.004233	0.009572	0.004862
25.200000	0.005486	0.006617	0.006202	0.009519	0.012233	0.009804	0.003926	0.011194	0.011652	0.004264	0.009978	0.012153	0.006549	0.000232	0.009321	0.006578	0.007111	0.005223	0.009916	0.003479
25.300000	0.005747	0.006039	0.004938	0.010176	0.012747	0.010056	0.003114	0.009619	0.011364	0.004764	0.010266	0.012114	0.004943	0.000825	0.008998	0.006565	0.007512	0.006362	0.010314	0.002443
25.400000	0.005900	0.005414	0.003689	0.010704	0.013101	0.010213	0.002376	0.008088	0.011073	0.005289	0.010413	0.012017	0.003487	0.001493	0.008517	0.006521	0.007777	0.007507	0.010766	0.002148
25.500000	0.005945	0.004736	0.002462	0.011090	0.013292	0.010263	0.001733	0.006644	0.010793	0.005823	0.010418	0.011860	0.002315	0.002098	0.007882	0.006446	0.007910	0.008585	0.011267	0.002688
25.600000	0.005883	0.004005	0.001273	0.011321	0.013315	0.010194	0.001234	0.005351	0.010532	0.006354	0.010277	0.011642	0.001781	0.002626	0.007095	0.006343	0.007920	0.009553	0.011808	0.003585
25.700000	0.005716	0.003230	0.000366	0.011385	0.013164	0.009998	0.000986	0.004312	0.010302	0.006870	0.009989	0.011362	0.002154	0.003068	0.006159	0.006217	0.007822	0.010383	0.012376	0.004522
